Direction.NORTH_WEST,124,1,125,7,Champeaux,Lille
Direction.NORTH_WEST,35,0,36,3,Beurey-sur-Saulx,Waldwisse
Direction.NORTH_WEST,59,0,60,4,Lafauche,Walschbronn
Direction.NORTH_WEST,82,1,83,8,Peyssies,Grenoble
Direction.NORTH_WEST,20,0,21,1,Saint-Gorgon-Main,Montancy
Direction.NORTH_WEST,46,0,47,6,Aulnay,Waldwisse
Direction.NORTH_WEST,16,1,17,3,Vy-l�s-Lure,Colmar
Direction.NORTH_WEST,16,0,17,2,Coise-Saint-Jean-Pied-Gauthier,Vallorcine
Direction.NORTH_WEST,43,1,44,4,Mersuay,Strasbourg
Direction.NORTH_WEST,19,0,20,1,Ar�on,Montancy
Direction.NORTH_WEST,0,0,1,1,Mattstall,Mattstall
Direction.NORTH_WEST,100,1,101,9,Saint-Ennemond,Strasbourg
Direction.NORTH_WEST,18,0,19,2,Challes,Illiers-Combray
Direction.NORTH_WEST,166,1,167,14,Ambar�s-et-Lagrave,Strasbourg
Direction.NORTH_WEST,34,0,35,3,Martinpuich,Saint-Aybert
Direction.NORTH_WEST,10,0,11,1,Armenti�res,Halluin
Direction.NORTH_WEST,1,0,2,1,Saint-Denis-d'Authou,Fr�tigny
Direction.NORTH_WEST,125,0,126,9,Orliaguet,Montancy
Direction.NORTH_WEST,146,0,147,11,Auge-Saint-M�dard,Berviller-en-Moselle
Direction.NORTH_WEST,55,1,56,5,Valleroy,Strasbourg
Direction.NORTH_WEST,90,1,91,8,Saint-�lix-S�glan,Grenoble
Direction.NORTH_WEST,62,0,63,5,Dampierre-en-Bray,Saint-Aybert
Direction.NORTH_WEST,44,0,45,3,Luzinay,Divonne-les-Bains
Direction.NORTH_WEST,31,1,32,2,Buhl,Strasbourg
Direction.NORTH_WEST,3,1,4,1,Saint-Dionisy,N�mes
Direction.NORTH_WEST,33,0,34,5,Cadolive,Ristolas
Direction.NORTH_WEST,11,0,12,1,Rives-d'Andaine,Fleur�
Direction.NORTH_WEST,48,0,49,5,La Varenne,Illiers-Combray
Direction.NORTH_WEST,13,0,14,2,Grassendorf,Lauterbourg
Direction.NORTH_WEST,101,1,102,6,Jouven�on,Strasbourg
Direction.NORTH_WEST,51,0,52,3,Jumel,Saint-Aybert
Direction.NORTH_WEST,74,0,75,5,Mandres-la-C�te,Lauterbourg
Direction.NORTH_WEST,8,1,9,2,Diors,Bourges
Direction.NORTH_WEST,6,1,7,1,Fossemanant,Amiens
Direction.NORTH_WEST,8,1,9,2,Pagney,Besan�on
Direction.NORTH_WEST,32,1,33,3,Eaucourt-sur-Somme,Lille
Direction.NORTH_WEST,53,0,54,3,Campremy,Taisni�res-sur-Hon
Direction.NORTH_WEST,30,1,31,3,Hy�vre-Magny,Mulhouse
Direction.NORTH_WEST,43,0,44,6,Doazon,Bellefont-La Rauze
Direction.NORTH_WEST,24,1,25,4,Saint-Sulpice-de-Favi�res,Meaux
Direction.NORTH_WEST,47,0,48,3,Frangy-en-Bresse,Montancy
Direction.NORTH_WEST,26,0,27,1,Mercy-le-Bas,Waldwisse
Direction.NORTH_WEST,137,1,138,11,Saint-Avit-de-Vialard,Colmar
Direction.NORTH_WEST,139,0,140,10,Monviel,Montancy
Direction.NORTH_WEST,24,0,25,3,Justian,Bellefont-La Rauze
Direction.NORTH_WEST,65,0,66,5,Fontaine-Denis-Nuisy,Waldwisse
Direction.NORTH_WEST,101,0,102,8,Saint-Martin-sous-Vigouroux,Montancy
Direction.NORTH_WEST,18,1,19,2,Montboucher-sur-Jabron,Grenoble
Direction.NORTH_WEST,149,1,150,11,Saint-Paul-la-Roche,Strasbourg
Direction.NORTH_WEST,7,1,8,1,Savign�-sur-Lathan,Tours
Direction.NORTH_WEST,126,1,127,11,Nailhac,Colmar
Direction.NORTH_WEST,93,1,94,8,Lap�ge,Grenoble
Direction.NORTH_WEST,141,1,142,10,Aureil,Strasbourg
Direction.NORTH_WEST,33,0,34,2,La Meauffe,Lion-sur-Mer
Direction.NORTH_WEST,67,1,68,4,La Trinit�-du-Mont,Lille
Direction.NORTH_WEST,8,0,9,2,Montesquieu,Bellefont-La Rauze
Direction.NORTH_WEST,37,0,38,3,Proyart,Saint-Aybert
Direction.NORTH_WEST,41,1,42,6,Foussais-Payr�,Orl�ans
Direction.NORTH_WEST,138,0,139,10,Saint-Baudel,Lauterbourg
Direction.NORTH_WEST,98,0,99,7,Annoux,Lauterbourg
Direction.NORTH_WEST,87,1,88,8,Boussens,Grenoble
Direction.NORTH_WEST,106,1,107,8,N�oux,Colmar
Direction.NORTH_WEST,116,0,117,9,Saint-Jean-Mirabel,Montancy
Direction.NORTH_WEST,41,0,42,4,La Brugui�re,Ristolas
Direction.NORTH_WEST,62,0,63,4,Saint-Germain-sur-�cole,Les Hautes-Rivi�res
Direction.NORTH_WEST,52,0,53,6,Escos,Bellefont-La Rauze
Direction.NORTH_WEST,11,0,12,1,Wallers-en-Fagne,Bousignies-sur-Roc
Direction.NORTH_WEST,60,0,61,5,Argelliers,Ristolas
Direction.NORTH_WEST,35,0,36,2,Haraucourt,Walschbronn
Direction.NORTH_WEST,4,1,5,3,Saint-R�my-l�s-Chevreuse,Clamart
Direction.NORTH_WEST,111,1,112,9,Nedde,Colmar
Direction.NORTH_WEST,66,0,67,6,L'�tang-la-Ville,Brognon
Direction.NORTH_WEST,5,1,6,1,Digulleville,Cherbourg-en-Cotentin
Direction.NORTH_WEST,38,1,39,5,Allonne,Orl�ans
Direction.NORTH_WEST,0,0,1,1,Le Thil,Le Thil
Direction.NORTH_WEST,26,1,27,3,Saint-Aubin-sous-Erquery,Saint-Quentin
Direction.NORTH_WEST,1,1,2,1,Plon�is,Quimper
Direction.NORTH_WEST,67,0,68,6,Noisy-le-Roi,Brognon
Direction.NORTH_WEST,14,1,15,2,Bormes-les-Mimosas,Nice
Direction.NORTH_WEST,16,0,17,3,Layrac,Bellefont-La Rauze
Direction.NORTH_WEST,74,1,75,9,Lignairolles,Grenoble
Direction.NORTH_WEST,114,0,115,8,Herbault,Waldwisse
Direction.NORTH_WEST,63,1,64,6,Dennevy,Colmar
Direction.NORTH_WEST,23,1,24,4,Saint-R�my-sur-Creuse,Orl�ans
Direction.NORTH_WEST,97,1,98,10,Cier-de-Luchon,Grenoble
Direction.NORTH_WEST,56,1,57,4,Courtaoult,Metz
Direction.NORTH_WEST,13,1,14,1,Itterswiller,Strasbourg
Direction.NORTH_WEST,45,0,46,4,Gircourt-l�s-Vi�ville,Lauterbourg
Direction.NORTH_WEST,34,0,35,2,Airel,Lion-sur-Mer
Direction.NORTH_WEST,32,0,33,2,V�lu,Saint-Aybert
Direction.NORTH_WEST,75,1,76,6,Pierrefitte-en-Auge,Lille
Direction.NORTH_WEST,10,0,11,2,Pervench�res,Saint-Christophe-sur-Avre
Direction.NORTH_WEST,56,1,57,5,Dommarien,Strasbourg
Direction.NORTH_WEST,169,1,170,10,Ladignac-sur-Rondelles,Strasbourg
Direction.NORTH_WEST,11,0,12,1,Budling,Waldwisse
Direction.NORTH_WEST,25,0,26,1,Englesqueville-la-Perc�e,Lion-sur-Mer
Direction.NORTH_WEST,37,0,38,3,Pierregot,Saint-Aybert
Direction.NORTH_WEST,62,1,63,6,Savigny-sous-M�lain,Strasbourg
Direction.NORTH_WEST,39,0,40,5,Sarron,Bellefont-La Rauze
Direction.NORTH_WEST,4,1,5,1,Loctudy,Quimper
Direction.NORTH_WEST,56,0,57,4,Genay, Rh�ne,Montancy
Direction.NORTH_WEST,37,0,38,2,Maast-et-Violaine,Fromelennes
