Direction.NORTH_EST,88,0,89,4,Missy-l�s-Pierrepont,Grand-Fort-Philippe
Direction.NORTH_EST,9,0,10,1,Aubrives,Montigny-sur-Meuse
Direction.NORTH_EST,115,1,116,11,Villefort,Rennes
Direction.NORTH_EST,41,1,42,5,Champlecy,Orl�ans
Direction.NORTH_EST,120,1,121,6,Friauville,Dunkirk
Direction.NORTH_EST,27,0,28,3,Le Saint,Land�da
Direction.NORTH_EST,118,0,119,9,Lisseuil,Regn�ville-sur-Mer
Direction.NORTH_EST,135,0,136,9,Cayres,Saint-Malo
Direction.NORTH_EST,51,0,52,4,Osmets,Arcachon
Direction.NORTH_EST,14,0,15,1,Le Vast,R�thoville
Direction.NORTH_EST,21,0,22,1,Les Loges-sur-Br�cey,Granville
Direction.NORTH_EST,80,1,81,4,Tart-l'Abbaye,Meaux
Direction.NORTH_EST,72,0,73,4,Bazus-Neste,Arcachon
Direction.NORTH_EST,73,0,74,3,Labrihe,Le Verdon-sur-Mer
Direction.NORTH_EST,54,0,55,4,Saint-Ail,Joigny-sur-Meuse
Direction.NORTH_EST,4,1,5,1,Martigues,Arles
Direction.NORTH_EST,76,0,77,2,Caudecoste,Le Verdon-sur-Mer
Direction.NORTH_EST,34,0,35,2,Fort-Louis,Petite-Rosselle
Direction.NORTH_EST,91,1,92,9,Bannes,Nantes
Direction.NORTH_EST,86,0,87,4,Janvilliers,Fort-Mahon-Plage
Direction.NORTH_EST,13,0,14,3,Les Granges-le-Roi,Marchezais
Direction.NORTH_EST,65,0,66,4,Balignac,Le Verdon-sur-Mer
Direction.NORTH_EST,136,0,137,12,Saint-Pr�jet-d'Allier,Le Vivier-sur-Mer
Direction.NORTH_EST,109,1,110,7,Rignosot,Dunkirk
Direction.NORTH_EST,131,0,132,7,Nogent,Ault
Direction.NORTH_EST,25,1,26,1,Beurlay,La Rochelle
Direction.NORTH_EST,81,1,82,4,Gronard,Calais
Direction.NORTH_EST,133,0,134,12,Pruni�res,Larchamp
Direction.NORTH_EST,28,0,29,1,Gouvets,Le Rozel
Direction.NORTH_EST,35,0,36,3,Montfort-le-Gesnois,Larchamp
Direction.NORTH_EST,38,0,39,1,Le Hom,Grandcamp-Maisy
Direction.NORTH_EST,162,1,163,8,Ambi�villers,Calais
Direction.NORTH_EST,43,1,44,1,Limont-Fontaine,Dunkirk
Direction.NORTH_EST,210,0,211,11,Saint-Marcellin-en-Forez,Saint-Germain-des-Vaux
Direction.NORTH_EST,79,0,80,6,Saint-Prancher,Crupilly
Direction.NORTH_EST,87,1,88,3,Chardeny,Dunkirk
Direction.NORTH_EST,151,0,152,8,Pressigny,Cayeux-sur-Mer
Direction.NORTH_EST,18,0,19,1,Gr�ces,Tr�beurden
Direction.NORTH_EST,143,0,144,9,Vars,Lanch�res
Direction.NORTH_EST,32,0,33,3,Saint-Ou�n-des-Vallons,Br�ville-sur-Mer
Direction.NORTH_EST,143,0,144,7,Boursi�res,Camiers
Direction.NORTH_EST,68,0,69,4,Groslay,Berneval-le-Grand
Direction.NORTH_EST,33,1,34,2,Parux,Metz
Direction.NORTH_EST,56,0,57,5,Les Plans,L�guillac-de-Cercles
Direction.NORTH_EST,0,0,1,1,Teillay-Saint-Beno�t,Teillay-Saint-Beno�t
Direction.NORTH_EST,20,0,21,1,Envronville,�letot
Direction.NORTH_EST,144,0,145,8,Chemilly,Le Touquet-Paris-Plage
Direction.NORTH_EST,59,0,60,4,Bord�res-Louron,Arcachon
Direction.NORTH_EST,60,0,61,5,Siguer,Arcachon
Direction.NORTH_EST,70,1,71,5,Saint-Cyr-sur-le-Rh�ne,Bourges
Direction.NORTH_EST,37,0,38,2,Bantheville,Brognon
Direction.NORTH_EST,130,1,131,6,Sierck-les-Bains,Dunkirk
Direction.NORTH_EST,116,0,117,6,Hunawihr,Brognon
Direction.NORTH_EST,12,0,13,1,Saint-�tienne-la-Thillaye,Houlgate
Direction.NORTH_EST,57,0,58,3,Verderonne,Fort-Mahon-Plage
Direction.NORTH_EST,18,1,19,1,Fenioux,La Rochelle
Direction.NORTH_EST,13,0,14,2,Gambaiseuil,Guainville
Direction.NORTH_EST,34,1,35,4,Saint-Julien-Labrousse,Clermont-Ferrand
Direction.NORTH_EST,127,0,128,8,Aiguebelette-le-Lac,Chauffours
Direction.NORTH_EST,88,1,89,8,Brivezac,Nantes
Direction.NORTH_EST,116,0,117,6,Prades,Le Verdon-sur-Mer
Direction.NORTH_EST,58,1,59,5,Mouilleron,Meaux
Direction.NORTH_EST,142,0,143,13,Vitrac-en-Viad�ne,Pl�venon
Direction.NORTH_EST,25,1,26,2,Selli�res,Dijon
Direction.NORTH_EST,167,1,168,8,La Voivre,Calais
Direction.NORTH_EST,55,0,56,6,Luynes,Granville
Direction.NORTH_EST,176,0,177,5,Pisseloup,Wissant
Direction.NORTH_EST,90,1,91,3,Autruche,Dunkirk
Direction.NORTH_EST,185,1,186,6,Hartzviller,Dunkirk
Direction.NORTH_EST,34,1,35,3,Clussais-la-Pommeraie,Nantes
Direction.NORTH_EST,57,0,58,2,Castelculier,Le Verdon-sur-Mer
Direction.NORTH_EST,65,0,66,4,Possesse,Gussignies
Direction.NORTH_EST,53,0,54,4,Fayet,L�guillac-de-Cercles
Direction.NORTH_EST,56,1,57,5,Saint-Pierre,V�nissieux
Direction.NORTH_EST,91,0,92,8,Chapaize,Germainville
Direction.NORTH_EST,50,0,51,4,Betpouy,Arcachon
Direction.NORTH_EST,59,0,60,2,Lachapelle-aux-Pots,Saint-Pierre-en-Port
Direction.NORTH_EST,11,0,12,1,Orcier,Marin
Direction.NORTH_EST,123,1,124,6,Briey,Dunkirk
Direction.NORTH_EST,67,0,68,3,Radon,Saint-Germain-des-Vaux
Direction.NORTH_EST,16,0,17,2,Moncla,Lamothe
Direction.NORTH_EST,61,1,62,1,Boulogne-sur-Helpe,Dunkirk
Direction.NORTH_EST,148,1,149,9,Ranrupt,Villeneuve-d'Ascq
Direction.NORTH_EST,85,1,86,4,Athesans-�troitefontaine,Reims
Direction.NORTH_EST,156,0,157,11,Doucy-en-Bauges,Fort-Mahon-Plage
Direction.NORTH_EST,89,0,90,4,Monc�-en-Saosnois,Saint-Germain-des-Vaux
Direction.NORTH_EST,15,0,16,1,Houtaud,Athose
Direction.NORTH_EST,38,1,39,4,Parigny,Bourges
Direction.NORTH_EST,144,0,145,10,Orl�at,Grandcamp-Maisy
Direction.NORTH_EST,50,0,51,4,Pompiac,Arcachon
Direction.NORTH_EST,16,0,17,2,Saint-Christophe-du-Ligneron,Paimb�uf
Direction.NORTH_EST,91,1,92,7,Bourgvilain,Saint-Maur-des-Foss�s
Direction.NORTH_EST,18,0,19,3,Lias-d'Armagnac,Arcachon
Direction.NORTH_EST,74,0,75,4,Mechmont,�le-d'Aix
Direction.NORTH_EST,30,0,31,1,Saint-Maclou-de-Folleville,Auberville-la-Manuel
Direction.NORTH_EST,14,0,15,2,Mont-Saint-Martin,Ville-Houdl�mont
Direction.NORTH_EST,137,1,138,11,Saint-Jean-de-V�das,Nantes
Direction.NORTH_EST,49,0,50,5,M�on,Le Mont-Saint-Michel
